Gene_ID	COG_category	GOs	KEGG_ko	PFAMs	InterPro_Acc	NR_Hit_ID	NR_Description	SwissProt_Hit_ID	SwissProt_Description
misc_2505	K	GO:0000122,GO:0000578,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000978,GO:0000979,GO:0000981,GO:0000987,GO:0001012,GO:0001046,GO:0001047,GO:0001067,GO:0001228,GO:0001650,GO:0001654,GO:0001700,GO:0001709,GO:0001736,GO:0001738,GO:0001745,GO:0001894,GO:0001932,GO:0001933,GO:0002009,GO:0003002,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0005730,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006928,GO:0006935,GO:0007154,GO:0007163,GO:0007164,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007264,GO:0007265,GO:0007275,GO:0007350,GO:0007351,GO:0007354,GO:0007362,GO:0007389,GO:0007390,GO:0007391,GO:0007392,GO:0007393,GO:0007398,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007424,GO:0007444,GO:0007447,GO:0007450,GO:0008150,GO:0008152,GO:0008258,GO:0008284,GO:0008293,GO:0008594,GO:0008595,GO:0009058,GO:0009059,GO:0009605,GO:0009653,GO:0009790,GO:0009792,GO:0009798,GO:0009880,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009948,GO:0009952,GO:0009953,GO:0009966,GO:0009968,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010563,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010632,GO:0010634,GO:0010646,GO:0010648,GO:0010669,GO:0010720,GO:0010769,GO:0010770,GO:0010810,GO:0010811,GO:0016043,GO:0016070,GO:0016318,GO:0016331,GO:0016604,GO:0016607,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0022008,GO:0022407,GO:0022409,GO:0022603,GO:0022604,GO:0023051,GO:0023052,GO:0023057,GO:0030030,GO:0030154,GO:0030155,GO:0030182,GO:0030334,GO:0030335,GO:0030855,GO:0030856,GO:0030858,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031344,GO:0031346,GO:0031399,GO:0031400,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032774,GO:0032872,GO:0032873,GO:0032879,GO:0032880,GO:0032989,GO:0032990,GO:0033599,GO:0033601,GO:0034641,GO:0034645,GO:0034654,GO:0035026,GO:0035027,GO:0035028,GO:0035029,GO:0035152,GO:0035160,GO:0035220,GO:0035222,GO:0035282,GO:0035295,GO:0035556,GO:0040011,GO:0040012,GO:0040017,GO:0042067,GO:0042127,GO:0042221,GO:0042325,GO:0042326,GO:0042330,GO:0042461,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043408,GO:0043409,GO:0043565,GO:0043900,GO:0043902,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0045165,GO:0045595,GO:0045597,GO:0045785,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045936,GO:0045944,GO:0046328,GO:0046329,GO:0046425,GO:0046426,GO:0046483,GO:0046530,GO:0046663,GO:0046665,GO:0048190,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048598,GO:0048666,GO:0048667,GO:0048699,GO:0048729,GO:0048731,GO:0048749,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048871,GO:0050678,GO:0050679,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051254,GO:0051270,GO:0051272,GO:0051716,GO:0060249,GO:0060255,GO:0060284,GO:0060341,GO:0060429,GO:0060541,GO:0061041,GO:0061564,GO:0065007,GO:0065008,GO:0070013,GO:0070302,GO:0070303,GO:0071704,GO:0071840,GO:0072148,GO:0072499,GO:0080090,GO:0080134,GO:0080135,GO:0090303,GO:0090304,GO:0090596,GO:0097159,GO:0097485,GO:0097659,GO:0120035,GO:0120036,GO:0120039,GO:0140110,GO:1900024,GO:1900026,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902531,GO:1902532,GO:1902679,GO:1902680,GO:1902743,GO:1902745,GO:1903034,GO:1903036,GO:1903076,GO:1903077,GO:1903385,GO:1903387,GO:1903506,GO:1903507,GO:1903508,GO:1903681,GO:1903683,GO:1903684,GO:1903688,GO:1903689,GO:1903691,GO:1903827,GO:1903828,GO:1904375,GO:1904376,GO:1904892,GO:1904893,GO:1905330,GO:1905332,GO:1905475,GO:1905476,GO:1905879,GO:1905881,GO:1990837,GO:2000026,GO:2000112,GO:2000113,GO:2000145,GO:2000147,GO:2000241,GO:2000243,GO:2000392,GO:2000394,GO:2001141	ko:K20210	zf-C2H2,zf-C2H2_4,zf-C2H2_6	IPR013087,IPR036236,IPR056436,-	XP_071517666.1	XP_071517666.1 zinc finger protein 516-like isoform X3 [Panulirus ornatus]	sp|J9VX63|US101_CRYNH	sp|J9VX63|US101_CRYNH C2H2 finger domain transcription factor USV101 OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=USV101 PE=2 SV=1
misc_2507	-	-	-	-	-	-	-	-	-
misc_2508	C	-	-	Cytochrom_NNT,FGE-sulfatase	IPR016187,IPR005532,IPR051043,IPR042095	NND06022.1	NND06022.1 formylglycine-generating enzyme family protein [Saprospiraceae bacterium]	sp|Q7AJA5|PKN1_CHLPN	sp|Q7AJA5|PKN1_CHLPN Serine/threonine-protein kinase pkn1 OS=Chlamydia pneumoniae OX=83558 GN=pkn1 PE=3 SV=1
misc_2509	O	-	-	YceI	IPR007372,IPR036761	MBK8501963.1	MBK8501963.1 YceI family protein [Saprospiraceae bacterium]	-	-
misc_2510	S	GO:0000003,GO:0001558,GO:0001655,GO:0001666,GO:0001775,GO:0001822,GO:0001838,GO:0001841,GO:0001843,GO:0001932,GO:0001952,GO:0001954,GO:0002009,GO:0002065,GO:0002067,GO:0002165,GO:0002250,GO:0002252,GO:0002263,GO:0002285,GO:0002286,GO:0002292,GO:0002366,GO:0002376,GO:0002520,GO:0002521,GO:0003006,GO:0003674,GO:0004857,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005811,GO:0005829,GO:0005856,GO:0005886,GO:0005938,GO:0006403,GO:0006405,GO:0006407,GO:0006417,GO:0006611,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006886,GO:0006913,GO:0006950,GO:0006955,GO:0007154,GO:0007155,GO:0007160,GO:0007165,GO:0007272,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007399,GO:0007417,GO:0007420,GO:0007507,GO:0007552,GO:0007568,GO:0007584,GO:0007610,GO:0007626,GO:0008104,GO:0008150,GO:0008285,GO:0008340,GO:0008344,GO:0008361,GO:0008366,GO:0008643,GO:0008645,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009896,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010259,GO:0010468,GO:0010506,GO:0010507,GO:0010508,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0010638,GO:0010646,GO:0010647,GO:0010648,GO:0010721,GO:0010810,GO:0010811,GO:0010921,GO:0010941,GO:0010975,GO:0010977,GO:0014020,GO:0014070,GO:0014706,GO:0015031,GO:0015672,GO:0015749,GO:0015833,GO:0015931,GO:0016020,GO:0016043,GO:0016239,GO:0016241,GO:0016242,GO:0016331,GO:0017148,GO:0019220,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021537,GO:0021543,GO:0021761,GO:0021766,GO:0021915,GO:0021987,GO:0022008,GO:0022412,GO:0022414,GO:0022607,GO:0022610,GO:0022613,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030001,GO:0030027,GO:0030030,GO:0030097,GO:0030098,GO:0030154,GO:0030155,GO:0030217,GO:0030234,GO:0030308,GO:0030424,GO:0030426,GO:0030427,GO:0030534,GO:0030544,GO:0030855,GO:0030900,GO:0031072,GO:0031252,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031330,GO:0031331,GO:0031344,GO:0031345,GO:0031399,GO:0031503,GO:0031589,GO:0031647,GO:0031667,GO:0031668,GO:0031669,GO:0031929,GO:0032006,GO:0032007,GO:0032008,GO:0032231,GO:0032233,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032780,GO:0032794,GO:0032868,GO:0032956,GO:0032970,GO:0032991,GO:0033036,GO:0033043,GO:0033267,GO:0033554,GO:0033596,GO:0034219,GO:0034248,GO:0034249,GO:0034260,GO:0034613,GO:0035051,GO:0035069,GO:0035148,GO:0035239,GO:0035295,GO:0035303,GO:0035304,GO:0035556,GO:0035690,GO:0035883,GO:0036293,GO:0036294,GO:0036335,GO:0038202,GO:0040008,GO:0040034,GO:0042030,GO:0042110,GO:0042127,GO:0042221,GO:0042254,GO:0042325,GO:0042493,GO:0042552,GO:0042592,GO:0042632,GO:0042692,GO:0042886,GO:0042995,GO:0043005,GO:0043009,GO:0043085,GO:0043086,GO:0043087,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043379,GO:0043434,GO:0043462,GO:0043547,GO:0043549,GO:0043666,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044092,GO:0044093,GO:0044424,GO:0044444,GO:0044445,GO:0044463,GO:0044464,GO:0044703,GO:0045184,GO:0045321,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0045785,GO:0045792,GO:0045859,GO:0045926,GO:0046323,GO:0046620,GO:0046621,GO:0046626,GO:0046627,GO:0046649,GO:0046677,GO:0046907,GO:0047485,GO:0048468,GO:0048471,GO:0048477,GO:0048505,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048585,GO:0048598,GO:0048609,GO:0048638,GO:0048640,GO:0048646,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048738,GO:0048856,GO:0048869,GO:0048872,GO:0048878,GO:0050657,GO:0050658,GO:0050767,GO:0050768,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050808,GO:0050821,GO:0050896,GO:0051029,GO:0051087,GO:0051093,GO:0051128,GO:0051129,GO:0051130,GO:0051146,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051234,GO:0051236,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0051259,GO:0051291,GO:0051336,GO:0051338,GO:0051345,GO:0051346,GO:0051492,GO:0051493,GO:0051495,GO:0051496,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051726,GO:0051879,GO:0051893,GO:0051894,GO:0051960,GO:0051961,GO:0055007,GO:0055085,GO:0055088,GO:0055092,GO:0060033,GO:0060255,GO:0060284,GO:0060322,GO:0060429,GO:0060537,GO:0060548,GO:0060562,GO:0060589,GO:0060590,GO:0060606,GO:0061061,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070482,GO:0070727,GO:0070887,GO:0071166,GO:0071236,GO:0071310,GO:0071407,GO:0071417,GO:0071426,GO:0071428,GO:0071453,GO:0071456,GO:0071495,GO:0071496,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0072001,GO:0072175,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0090109,GO:0090630,GO:0090649,GO:0090650,GO:0090713,GO:0090715,GO:0097064,GO:0097458,GO:0098772,GO:0099174,GO:0099568,GO:0101031,GO:0110020,GO:0110053,GO:0120025,GO:0120035,GO:0120038,GO:0150034,GO:1900076,GO:1900077,GO:1900407,GO:1900408,GO:1901214,GO:1901215,GO:1901652,GO:1901698,GO:1901699,GO:1901700,GO:1901888,GO:1901890,GO:1902349,GO:1902350,GO:1902531,GO:1902532,GO:1902533,GO:1902882,GO:1902883,GO:1902903,GO:1902905,GO:1903201,GO:1903202,GO:1903203,GO:1903204,GO:1903391,GO:1903393,GO:1903432,GO:1903939,GO:1904262,GO:1904515,GO:1904659,GO:2000026,GO:2000112,GO:2000113,GO:2000331,GO:2000377	ko:K07206	Hamartin	IPR007483,-	XP_071532951.1	XP_071532951.1 uncharacterized protein Tsc1 [Panulirus ornatus]	sp|Q9Z136|TSC1_RAT	sp|Q9Z136|TSC1_RAT Hamartin OS=Rattus norvegicus OX=10116 GN=Tsc1 PE=1 SV=1
misc_2513	S	GO:0000003,GO:0001558,GO:0001655,GO:0001666,GO:0001775,GO:0001822,GO:0001838,GO:0001841,GO:0001843,GO:0001932,GO:0001952,GO:0001954,GO:0002009,GO:0002065,GO:0002067,GO:0002165,GO:0002250,GO:0002252,GO:0002263,GO:0002285,GO:0002286,GO:0002292,GO:0002366,GO:0002376,GO:0002520,GO:0002521,GO:0003006,GO:0003674,GO:0004857,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005811,GO:0005829,GO:0005856,GO:0005886,GO:0005938,GO:0006403,GO:0006405,GO:0006407,GO:0006417,GO:0006611,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006886,GO:0006913,GO:0006950,GO:0006955,GO:0007154,GO:0007155,GO:0007160,GO:0007165,GO:0007272,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007399,GO:0007417,GO:0007420,GO:0007507,GO:0007552,GO:0007568,GO:0007584,GO:0007610,GO:0007626,GO:0008104,GO:0008150,GO:0008285,GO:0008340,GO:0008344,GO:0008361,GO:0008366,GO:0008643,GO:0008645,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009896,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010259,GO:0010468,GO:0010506,GO:0010507,GO:0010508,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0010638,GO:0010646,GO:0010647,GO:0010648,GO:0010721,GO:0010810,GO:0010811,GO:0010921,GO:0010941,GO:0010975,GO:0010977,GO:0014020,GO:0014070,GO:0014706,GO:0015031,GO:0015672,GO:0015749,GO:0015833,GO:0015931,GO:0016020,GO:0016043,GO:0016239,GO:0016241,GO:0016242,GO:0016331,GO:0017148,GO:0019220,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021537,GO:0021543,GO:0021761,GO:0021766,GO:0021915,GO:0021987,GO:0022008,GO:0022412,GO:0022414,GO:0022607,GO:0022610,GO:0022613,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030001,GO:0030027,GO:0030030,GO:0030097,GO:0030098,GO:0030154,GO:0030155,GO:0030217,GO:0030234,GO:0030308,GO:0030424,GO:0030426,GO:0030427,GO:0030534,GO:0030544,GO:0030855,GO:0030900,GO:0031072,GO:0031252,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031330,GO:0031331,GO:0031344,GO:0031345,GO:0031399,GO:0031503,GO:0031589,GO:0031647,GO:0031667,GO:0031668,GO:0031669,GO:0031929,GO:0032006,GO:0032007,GO:0032008,GO:0032231,GO:0032233,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032780,GO:0032794,GO:0032868,GO:0032956,GO:0032970,GO:0032991,GO:0033036,GO:0033043,GO:0033267,GO:0033554,GO:0033596,GO:0034219,GO:0034248,GO:0034249,GO:0034260,GO:0034613,GO:0035051,GO:0035069,GO:0035148,GO:0035239,GO:0035295,GO:0035303,GO:0035304,GO:0035556,GO:0035690,GO:0035883,GO:0036293,GO:0036294,GO:0036335,GO:0038202,GO:0040008,GO:0040034,GO:0042030,GO:0042110,GO:0042127,GO:0042221,GO:0042254,GO:0042325,GO:0042493,GO:0042552,GO:0042592,GO:0042632,GO:0042692,GO:0042886,GO:0042995,GO:0043005,GO:0043009,GO:0043085,GO:0043086,GO:0043087,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043379,GO:0043434,GO:0043462,GO:0043547,GO:0043549,GO:0043666,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044092,GO:0044093,GO:0044424,GO:0044444,GO:0044445,GO:0044463,GO:0044464,GO:0044703,GO:0045184,GO:0045321,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0045785,GO:0045792,GO:0045859,GO:0045926,GO:0046323,GO:0046620,GO:0046621,GO:0046626,GO:0046627,GO:0046649,GO:0046677,GO:0046907,GO:0047485,GO:0048468,GO:0048471,GO:0048477,GO:0048505,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048585,GO:0048598,GO:0048609,GO:0048638,GO:0048640,GO:0048646,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048738,GO:0048856,GO:0048869,GO:0048872,GO:0048878,GO:0050657,GO:0050658,GO:0050767,GO:0050768,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050808,GO:0050821,GO:0050896,GO:0051029,GO:0051087,GO:0051093,GO:0051128,GO:0051129,GO:0051130,GO:0051146,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051234,GO:0051236,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0051259,GO:0051291,GO:0051336,GO:0051338,GO:0051345,GO:0051346,GO:0051492,GO:0051493,GO:0051495,GO:0051496,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051726,GO:0051879,GO:0051893,GO:0051894,GO:0051960,GO:0051961,GO:0055007,GO:0055085,GO:0055088,GO:0055092,GO:0060033,GO:0060255,GO:0060284,GO:0060322,GO:0060429,GO:0060537,GO:0060548,GO:0060562,GO:0060589,GO:0060590,GO:0060606,GO:0061061,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070482,GO:0070727,GO:0070887,GO:0071166,GO:0071236,GO:0071310,GO:0071407,GO:0071417,GO:0071426,GO:0071428,GO:0071453,GO:0071456,GO:0071495,GO:0071496,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0072001,GO:0072175,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0090109,GO:0090630,GO:0090649,GO:0090650,GO:0090713,GO:0090715,GO:0097064,GO:0097458,GO:0098772,GO:0099174,GO:0099568,GO:0101031,GO:0110020,GO:0110053,GO:0120025,GO:0120035,GO:0120038,GO:0150034,GO:1900076,GO:1900077,GO:1900407,GO:1900408,GO:1901214,GO:1901215,GO:1901652,GO:1901698,GO:1901699,GO:1901700,GO:1901888,GO:1901890,GO:1902349,GO:1902350,GO:1902531,GO:1902532,GO:1902533,GO:1902882,GO:1902883,GO:1902903,GO:1902905,GO:1903201,GO:1903202,GO:1903203,GO:1903204,GO:1903391,GO:1903393,GO:1903432,GO:1903939,GO:1904262,GO:1904515,GO:1904659,GO:2000026,GO:2000112,GO:2000113,GO:2000331,GO:2000377	ko:K07206	Hamartin	IPR007483,-	XP_071532951.1	XP_071532951.1 uncharacterized protein Tsc1 [Panulirus ornatus]	sp|Q9Z136|TSC1_RAT	sp|Q9Z136|TSC1_RAT Hamartin OS=Rattus norvegicus OX=10116 GN=Tsc1 PE=1 SV=1
misc_2516	A	GO:0000003,GO:0000375,GO:0000377,GO:0000398,GO:0001650,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005847,GO:0005849,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006351,GO:0006353,GO:0006366,GO:0006369,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006403,GO:0006405,GO:0006406,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006974,GO:0007276,GO:0007283,GO:0008104,GO:0008150,GO:0008152,GO:0008380,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0016071,GO:0016604,GO:0016607,GO:0018130,GO:0019438,GO:0019953,GO:0022414,GO:0031123,GO:0031124,GO:0031503,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0032774,GO:0032991,GO:0033036,GO:0033554,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043631,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044452,GO:0044464,GO:0044703,GO:0045184,GO:0046483,GO:0046907,GO:0048232,GO:0048609,GO:0050657,GO:0050658,GO:0050896,GO:0051028,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0090304,GO:0090305,GO:0090501,GO:0097659,GO:1901360,GO:1901362,GO:1901576	ko:K15542	Collagen,WD40	IPR015943,IPR045245,IPR001680,-,IPR036322	XP_071532947.1	XP_071532947.1 uncharacterized protein Wdr33 [Panulirus ornatus]	sp|Q8K4P0|WDR33_MOUSE	sp|Q8K4P0|WDR33_MOUSE pre-mRNA 3' end processing protein WDR33 OS=Mus musculus OX=10090 GN=Wdr33 PE=1 SV=1
misc_2520	S	-	ko:K09966	DUF2237	IPR018714,-	MDJ0620104.1	MDJ0620104.1 DUF2237 domain-containing protein [Calothrix sp. MO_192.B10]	-	-
misc_2521	-	-	-	-	-	-	-	-	-
misc_2522	-	-	-	-	-	-	-	-	-
misc_2523	-	-	-	-	-	XP_071550031.1	XP_071550031.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_2526	G	GO:0000271,GO:0000272,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004614,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0005980,GO:0005996,GO:0006006,GO:0006007,GO:0006012,GO:0006073,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006098,GO:0006112,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006739,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0008150,GO:0008152,GO:0008973,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009250,GO:0009251,GO:0009259,GO:0009260,GO:0009435,GO:0009987,GO:0012505,GO:0015980,GO:0016051,GO:0016052,GO:0016053,GO:0016192,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019318,GO:0019320,GO:0019359,GO:0019362,GO:0019363,GO:0019388,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019682,GO:0019693,GO:0019752,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032787,GO:0032940,GO:0033692,GO:0034404,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0034774,GO:0036230,GO:0042119,GO:0042866,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043233,GO:0043299,GO:0043312,GO:0043436,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044270,GO:0044271,GO:0044275,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046031,GO:0046034,GO:0046365,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046903,GO:0046939,GO:0047933,GO:0050896,GO:0051156,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0055086,GO:0055114,GO:0060205,GO:0061615,GO:0061620,GO:0061621,GO:0061718,GO:0070013,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097708,GO:0099503,GO:0101002,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1904813	ko:K01835,ko:K11809,ko:K15779	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	IPR016066,IPR036900,IPR005841,IPR016055,IPR005845,IPR005844,IPR005846,-	XP_071550030.1	XP_071550030.1 phosphopentomutase isoform X2 [Panulirus ornatus]	sp|Q96G03|PGM2_HUMAN	sp|Q96G03|PGM2_HUMAN Phosphopentomutase OS=Homo sapiens OX=9606 GN=PGM2 PE=1 SV=4
misc_2529	-	-	-	-	-	XP_071550031.1	XP_071550031.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_2530	-	-	-	-	-	XP_071546594.1	XP_071546594.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_2531	L	GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360	ko:K18416,ko:K18417	RNase_T,zf-GRF	IPR013520,IPR012337,IPR047201,IPR036397,IPR051274	XP_071518299.1	XP_071518299.1 ERI1 exoribonuclease 2-like isoform X6 [Panulirus ornatus]	sp|Q5HZL1|ERI2_XENLA	sp|Q5HZL1|ERI2_XENLA ERI1 exoribonuclease 2 OS=Xenopus laevis OX=8355 GN=eri2 PE=2 SV=1
